source,destination,journey_date,airline,stops,seasonality,price
Dhanbad,Bangalore,2026-07-23,SpiceJet,0,0,7899
Gwalior,Hubli,2024-03-27,AirAsia,1,0,5500
Tezpur,Durgapur,2024-09-08,IndiGo,1,0,5044
Chennai,Pondicherry,2026-09-24,IndiGo,1,0,6884
Kottayam,Durgapur,2024-12-02,Air India,0,1,9706
Siliguri,Kurnool,2024-03-12,Go First,0,0,5503
Visakhapatnam,Rajahmundry,2023-10-16,IndiGo,2,0,8258
Hubli,Jhansi,2025-08-23,Air India,1,0,9248
Varanasi,Vijayawada,2026-08-28,Vistara,1,0,9108
Nellore,Guntur,2022-02-22,Go First,1,0,4666
Gorakhpur,Tezpur,2025-11-23,Air India,2,1,11549
Mangalore,Belgaum,2022-08-07,AirAsia,0,0,5515
Dharwad,Erode,2025-08-25,IndiGo,0,0,3765
Panaji,Rajkot,2022-03-01,AirAsia,1,0,5245
Delhi,Ujjain,2022-05-17,Vistara,1,1,7408
Gwalior,Hubli,2023-10-09,Vistara,1,0,8786
Dharwad,Coimbatore,2022-06-29,SpiceJet,1,1,5994
Moradabad,Kollam,2025-10-20,Vistara,2,0,8602
Salem,Pune,2026-01-02,IndiGo,1,1,6518
Kannur,Prayagraj,2025-12-12,Go First,2,1,8262
Lucknow,Ludhiana,2024-01-26,SpiceJet,0,1,6109
Kakinada,Meerut,2023-05-29,AirAsia,2,1,8310
Quilon,Moradabad,2026-02-25,AirAsia,1,0,8809
Kolkata,Gaya,2025-03-31,IndiGo,0,0,3789
Gorakhpur,Visakhapatnam,2024-07-08,SpiceJet,2,0,6356
Jalandhar,Panaji,2026-09-18,SpiceJet,1,0,7560
Indore,Udaipur,2026-01-16,Air India,1,1,10438
Srinagar,Allahabad,2025-04-09,Vistara,1,0,7812
Prayagraj,Shimla,2026-09-03,AirAsia,2,0,6846
Patna,Kanpur,2024-01-08,Vistara,1,1,8207
Nashik,Vadodara,2024-06-15,IndiGo,1,1,8184
Kota,Asansol,2024-08-17,IndiGo,1,0,7047
Raipur,Rourkela,2026-05-10,SpiceJet,1,1,8260
Rourkela,Gaya,2024-05-08,Go First,2,1,7705
Jamnagar,Amritsar,2026-05-19,Go First,1,1,8451
Udaipur,Jammu,2025-04-15,Air India,2,0,8644
Noida,Ranchi,2022-07-23,Air India,1,0,7823
Bareilly,Quilon,2025-12-01,Air India,0,1,9432
Bangalore,Rajkot,2025-01-21,IndiGo,0,1,7087
Kakinada,Vellore,2024-03-15,SpiceJet,1,0,6857
Solapur,Srinagar,2024-07-02,Vistara,1,0,8661
Nashik,Mangalore,2024-10-24,SpiceJet,1,0,6106
Visakhapatnam,Asansol,2022-01-28,IndiGo,1,1,7140
Madurai,Mumbai,2025-06-10,AirAsia,1,1,7587
Quilon,Bangalore,2022-01-20,Vistara,1,1,9141
Kottayam,Bikaner,2026-11-14,Air India,2,1,10743
Raipur,Gwalior,2022-10-07,Vistara,1,0,5917
Ludhiana,Tezpur,2022-09-22,IndiGo,1,0,5440
Rajahmundry,Nashik,2022-12-10,SpiceJet,1,1,6225
Srinagar,Bhopal,2025-01-18,AirAsia,0,1,6064
Jhansi,Bhavnagar,2022-01-31,Air India,2,1,9845
Aurangabad,Jammu,2023-02-11,Vistara,2,0,8795
Bhavnagar,Moradabad,2026-06-19,Air India,1,1,12405
Mangalore,Visakhapatnam,2021-12-11,AirAsia,2,1,7945
Mumbai,Tiruchirappalli,2023-03-15,Go First,1,0,7375
Kollam,Jamshedpur,2024-08-13,AirAsia,1,0,7581
Hyderabad,Tirupati,2022-07-13,Vistara,1,0,7826
Quilon,Bhopal,2021-11-22,Vistara,1,1,9915
Visakhapatnam,Bhubaneswar,2022-09-23,Air India,2,0,8612
Tezpur,Salem,2026-12-07,IndiGo,1,1,6168
Ratnagiri,Bhubaneswar,2021-07-26,Vistara,1,0,6523
Kolkata,Itanagar,2023-10-23,Air India,1,0,7879
Durgapur,Rajahmundry,2025-08-17,Air India,0,0,6176
Kurnool,Sangli,2021-06-18,IndiGo,0,1,7538
Gwalior,Jhansi,2021-11-02,Air India,2,1,7680
Bareilly,Vadodara,2024-08-09,IndiGo,1,0,4543
Tezpur,Chandigarh,2021-02-27,Go First,2,0,6190
Tirunelveli,Ranchi,2022-01-04,AirAsia,1,1,7752
Nanded,Chandigarh,2022-05-20,Go First,1,1,6759
Madurai,Coimbatore,2021-05-09,Vistara,2,1,8346
Gorakhpur,Jamnagar,2023-06-29,SpiceJet,1,1,6966
Jamnagar,Thrissur,2025-03-07,SpiceJet,1,0,6625
Kanpur,Kolkata,2026-01-16,AirAsia,0,1,7378
Vellore,Coimbatore,2024-03-14,SpiceJet,1,0,8524
Tirupati,Udaipur,2024-05-31,IndiGo,0,1,7596
Panaji,Kota,2021-09-28,Air India,2,0,6555
Hyderabad,Pondicherry,2022-11-19,Vistara,1,1,6811
Nashik,Bhopal,2025-06-25,Vistara,1,1,11463
Ludhiana,Kolkata,2022-12-07,IndiGo,1,1,8220
Salem,Ujjain,2025-12-30,Air India,2,1,10785
Kanpur,Chennai,2021-01-01,Vistara,1,1,7046
Guwahati,Mysore,2023-09-08,Go First,1,0,4935
Gwalior,Ratnagiri,2025-07-03,SpiceJet,1,0,6137
Aurangabad,Bhopal,2022-12-10,IndiGo,1,1,7880
Calicut,Vadodara,2024-01-14,AirAsia,1,1,7876
Kollam,Belgaum,2021-09-03,Go First,1,0,5410
Rajkot,Bhopal,2025-05-15,Air India,0,1,9364
Bhubaneswar,Salem,2024-09-10,Vistara,0,0,5897
Guwahati,Moradabad,2022-05-18,IndiGo,0,1,8173
Mysore,Kollam,2024-08-15,Air India,1,0,7840
Calicut,Ludhiana,2021-04-15,SpiceJet,2,0,5952
Vadodara,Raipur,2023-11-09,Vistara,1,1,9618
Ludhiana,Coimbatore,2026-03-07,Vistara,1,0,7000
Bhubaneswar,Quilon,2024-10-24,Vistara,1,0,6916
Kota,Raipur,2021-02-27,Air India,1,0,9065
Agra,Belgaum,2024-05-06,Go First,1,1,8617
Surat,Erode,2021-02-18,SpiceJet,0,0,4058
Aurangabad,Tirupati,2022-04-18,Vistara,2,0,9578
Warangal,Nellore,2021-07-22,Go First,0,0,5066
Srinagar,Faridabad,2025-06-27,SpiceJet,1,1,6749
Mangalore,Udaipur,2023-03-10,AirAsia,1,0,5494
Vadodara,Jamnagar,2021-11-26,SpiceJet,1,1,6666
Kochi,Calicut,2024-06-13,IndiGo,2,1,9568
Rajkot,Tirupati,2023-06-06,Air India,0,1,7874
Chandigarh,Nellore,2026-05-30,Go First,1,1,10227
Tirupati,Solapur,2024-11-27,Go First,1,1,9928
Delhi,Ahmedabad,2021-08-11,Vistara,2,0,7651
Durgapur,Calicut,2026-08-26,SpiceJet,0,0,5786
Amritsar,Ahmedabad,2023-05-21,IndiGo,2,1,9621
Ratnagiri,Ludhiana,2022-08-05,AirAsia,0,0,3996
Ambala,Jodhpur,2024-12-28,Air India,2,1,11476
Pune,Patna,2021-07-12,Go First,1,0,4285
Bangalore,Ambala,2021-06-29,IndiGo,0,1,5536
Udaipur,Quilon,2023-07-21,SpiceJet,0,0,4951
Jalandhar,Udaipur,2022-05-12,Air India,2,1,8690
Calicut,Kollam,2022-09-20,SpiceJet,1,0,5950
Visakhapatnam,Jammu,2021-10-09,Go First,2,0,6641
Kolkata,Bhopal,2025-09-26,SpiceJet,1,0,5186
Udaipur,Ludhiana,2023-08-21,AirAsia,1,0,6033
Siliguri,Hubli,2022-02-09,AirAsia,2,0,8240
Nanded,Gorakhpur,2025-07-25,SpiceJet,1,0,4684
Chandigarh,Thrissur,2024-10-11,Air India,0,0,6778
Durgapur,Kollam,2022-09-06,Vistara,0,0,5176
Quilon,Rajkot,2025-11-16,Go First,1,1,8163
Ahmedabad,Vellore,2024-11-08,SpiceJet,0,1,6131
Thiruvananthapuram,Visakhapatnam,2024-08-18,Vistara,1,0,6394
Kota,Varanasi,2021-07-22,SpiceJet,1,0,5685
Ranchi,Nellore,2022-05-04,Go First,1,1,7584
Hubli,Thrissur,2021-09-01,AirAsia,0,0,3194
Bareilly,Solapur,2024-12-05,Go First,2,1,9861
Calicut,Mangalore,2023-02-19,AirAsia,1,0,6494
Guwahati,Tirunelveli,2022-01-06,AirAsia,0,1,6159
Nagpur,Indore,2026-10-08,SpiceJet,0,0,7616
Indore,Itanagar,2021-02-13,IndiGo,1,0,5043
Patna,Gaya,2022-06-12,IndiGo,1,1,8014
Moradabad,Bareilly,2025-04-30,IndiGo,2,0,9327
Kanpur,Tiruchirappalli,2021-02-08,Vistara,1,0,5885
Tiruchirappalli,Pune,2026-01-15,Air India,1,1,12494
Belgaum,Pondicherry,2022-03-25,SpiceJet,2,0,8762
Hyderabad,Vellore,2021-06-26,Air India,2,1,9512
Noida,Gaya,2022-04-26,Air India,0,0,7173
Noida,Salem,2022-05-07,SpiceJet,2,1,7100
Kolkata,Bikaner,2022-01-18,Air India,0,1,6971
Calicut,Faridabad,2022-12-07,Go First,0,1,5805
Bhopal,Coimbatore,2025-06-26,IndiGo,1,1,8213
Varanasi,Tiruchirappalli,2021-10-31,SpiceJet,1,0,4400
Jamnagar,Gwalior,2022-02-07,Go First,1,0,5619
Jamnagar,Sangli,2023-11-20,SpiceJet,2,1,8646
Ambala,Srinagar,2021-06-27,Air India,1,1,7056
Surat,Lucknow,2022-12-17,IndiGo,0,1,6311
Imphal,Ujjain,2024-11-27,Vistara,1,1,7838
Moradabad,Erode,2025-08-03,Air India,0,0,5556
Tiruchirappalli,Nanded,2023-10-01,SpiceJet,1,0,5005
Vellore,Mangalore,2021-11-28,SpiceJet,2,1,7002
Gaya,Dehradun,2023-02-25,Air India,2,0,6984
Kannur,Jalandhar,2023-07-09,Vistara,0,0,8840
Sangli,Hyderabad,2024-01-12,Vistara,2,1,9004
Jaipur,Coimbatore,2021-09-02,AirAsia,1,0,5180
Rajahmundry,Calicut,2025-03-08,IndiGo,2,0,8652
Varanasi,Jalandhar,2026-12-29,Air India,1,1,9631
Allahabad,Varanasi,2025-01-23,AirAsia,2,1,9405
Jammu,Kottayam,2022-12-19,Vistara,0,1,7316
Vadodara,Moradabad,2022-06-11,AirAsia,2,1,7632
Udaipur,Chandigarh,2023-12-20,IndiGo,1,1,7940
Salem,Jalandhar,2021-02-05,AirAsia,1,0,6546
Vellore,Rourkela,2021-02-08,Air India,1,0,6761
Kanpur,Imphal,2025-11-21,Vistara,2,1,11833
Prayagraj,Sangli,2021-05-01,AirAsia,0,1,7307
Agra,Jalandhar,2025-04-14,Air India,1,0,7552
Varanasi,Udaipur,2026-08-11,Air India,2,0,9393
Ambala,Delhi,2023-01-12,IndiGo,2,1,9518
Jodhpur,Kota,2026-11-02,SpiceJet,1,1,7662
Bhavnagar,Jammu,2025-05-16,Go First,1,1,9053
Kurnool,Ujjain,2025-06-08,AirAsia,0,1,8986
Ambala,Dhanbad,2023-07-10,Vistara,1,0,6930
Dehradun,Chandigarh,2021-02-24,Go First,1,0,6800
Tiruchirappalli,Hyderabad,2021-11-14,Air India,2,1,8567
Mysore,Bangalore,2024-02-28,Air India,2,0,7549
Jabalpur,Ranchi,2024-04-26,AirAsia,1,0,5957
Jamshedpur,Siliguri,2025-07-06,SpiceJet,0,0,5686
Mumbai,Dehradun,2024-02-23,AirAsia,1,0,5556
Kolkata,Jammu,2021-09-23,IndiGo,0,0,4567
Hubli,Mangalore,2021-03-08,Go First,0,0,4101
Quilon,Shimla,2022-02-02,Go First,0,0,5663
Dehradun,Jammu,2026-08-28,Vistara,1,0,10506
Dehradun,Noida,2021-03-13,Go First,1,0,3642
Kurnool,Kakinada,2022-02-07,Go First,0,0,6365
Mumbai,Rajahmundry,2023-06-29,SpiceJet,1,1,8179
Faridabad,Kurnool,2023-10-13,Vistara,1,0,7425
Bareilly,Tezpur,2024-07-24,IndiGo,1,0,7281
Ranchi,Coimbatore,2023-10-30,Air India,1,0,5491
Mumbai,Thiruvananthapuram,2026-01-01,IndiGo,2,1,7597
Patna,Gwalior,2021-06-14,SpiceJet,0,1,6594
Belgaum,Tirunelveli,2021-01-28,Go First,1,1,7103
Jamnagar,Mysore,2023-06-24,IndiGo,1,1,7974
Vijayawada,Belgaum,2023-11-04,IndiGo,2,1,7133
Gorakhpur,Kochi,2023-07-23,Air India,1,0,8581
Warangal,Shimla,2022-10-23,IndiGo,2,0,6216
Vellore,Kollam,2024-06-14,IndiGo,1,1,9281
Indore,Nagpur,2026-10-29,Go First,1,0,8506
Ratnagiri,Kochi,2023-04-27,Go First,1,0,5000
Thiruvananthapuram,Bikaner,2026-12-14,Go First,2,1,8945
Kannur,Udaipur,2024-12-15,Air India,0,1,10470
Allahabad,Belgaum,2025-11-16,AirAsia,2,1,9247
Raipur,Tirupati,2025-07-01,AirAsia,2,0,6025
Agra,Bareilly,2026-06-19,SpiceJet,2,1,9931
Imphal,Tirunelveli,2025-11-15,IndiGo,1,1,8010
Panaji,Allahabad,2022-10-19,Air India,2,0,10184
Warangal,Aurangabad,2021-06-11,Vistara,0,1,9155
Bareilly,Rajkot,2024-02-04,AirAsia,0,0,6061
Asansol,Nashik,2025-10-29,AirAsia,1,0,5978
Ratnagiri,Salem,2022-08-04,Air India,1,0,7305
Amritsar,Aurangabad,2023-11-29,IndiGo,0,1,7258
Bareilly,Vijayawada,2022-09-24,Vistara,1,0,7747
Kolkata,Tirunelveli,2023-05-18,Air India,1,1,11001
Patna,Jamnagar,2026-08-20,Go First,1,0,5957
Guntur,Itanagar,2023-05-30,SpiceJet,0,1,4538
Bangalore,Thiruvananthapuram,2026-03-08,Go First,2,0,8589
Kota,Ambala,2021-03-25,AirAsia,0,0,5772
Ratnagiri,Jalandhar,2025-03-06,AirAsia,0,0,7693
Bhopal,Ratnagiri,2025-02-28,SpiceJet,2,0,8893
Delhi,Agra,2021-01-10,SpiceJet,2,1,7883
Kannur,Sangli,2026-10-18,SpiceJet,2,0,8373
Thiruvananthapuram,Pondicherry,2025-02-10,Vistara,0,0,6993
Chennai,Nellore,2021-03-01,SpiceJet,1,0,6489
Gaya,Vadodara,2021-03-11,IndiGo,2,0,5810
Tirupati,Bangalore,2022-07-06,Air India,2,0,8986
Gwalior,Tiruchirappalli,2022-02-10,SpiceJet,0,0,4036
Bareilly,Durgapur,2023-09-26,Vistara,1,0,6745
Panaji,Vadodara,2023-07-05,AirAsia,2,0,6777
Aurangabad,Sangli,2026-07-18,Vistara,1,0,7106
Gwalior,Srinagar,2021-10-28,SpiceJet,1,0,6805
Kollam,Meerut,2024-02-27,Air India,1,0,6124
Siliguri,Gaya,2026-08-23,AirAsia,1,0,7254
Bhopal,Ambala,2024-06-29,Go First,2,1,10247
Vellore,Patna,2026-09-30,SpiceJet,2,0,8833
Madurai,Allahabad,2023-08-31,Air India,1,0,6583
Agra,Shimla,2023-08-10,Go First,2,0,7683
Kanpur,Prayagraj,2026-10-30,SpiceJet,1,0,8783
Gaya,Gorakhpur,2022-03-08,AirAsia,1,0,5535
Quilon,Kakinada,2021-01-31,Air India,2,1,8005
Kanpur,Amritsar,2023-05-25,AirAsia,2,1,6727
Jhansi,Noida,2023-07-07,SpiceJet,0,0,6361
Jabalpur,Asansol,2026-01-10,Vistara,1,1,8918
Siliguri,Tirupati,2024-03-31,Vistara,1,0,8554
Hubli,Tirupati,2024-07-20,IndiGo,1,0,7334
Kannur,Nellore,2026-09-08,Go First,1,0,8453
Nanded,Jabalpur,2023-09-04,Air India,1,0,8271
Srinagar,Siliguri,2025-01-08,SpiceJet,0,1,7448
Ludhiana,Warangal,2021-01-20,SpiceJet,1,1,5453
Chennai,Tezpur,2022-04-23,AirAsia,1,0,4693
Mangalore,Imphal,2023-11-23,Vistara,0,1,7332
Kanpur,Belgaum,2025-10-15,Vistara,1,0,6849
Dharwad,Nellore,2022-06-15,Go First,2,1,8940
Thiruvananthapuram,Ujjain,2023-12-28,SpiceJet,1,1,6521
Asansol,Meerut,2025-09-11,IndiGo,2,0,9215
Dhanbad,Bikaner,2025-10-23,Air India,2,0,8443
Patna,Vijayawada,2026-07-16,SpiceJet,1,0,4723
Bikaner,Faridabad,2025-11-04,Go First,0,1,5886
Hubli,Kurnool,2025-12-01,Air India,1,1,10611
Pondicherry,Salem,2026-11-13,AirAsia,2,1,9018
Moradabad,Gaya,2021-11-29,AirAsia,2,1,7428
Srinagar,Bhavnagar,2026-12-22,Air India,1,1,11333
Meerut,Bangalore,2022-10-18,AirAsia,1,0,4463
Amritsar,Delhi,2026-07-10,IndiGo,1,0,5935
Kottayam,Prayagraj,2023-12-26,IndiGo,1,1,6231
Amritsar,Nagpur,2022-11-27,AirAsia,1,1,8206
Kota,Kottayam,2022-08-09,IndiGo,0,0,3484
Dharwad,Kollam,2024-09-16,Vistara,2,0,7517
Siliguri,Jammu,2022-06-29,Go First,1,1,7954
Allahabad,Nellore,2024-10-10,IndiGo,2,0,6768
Kannur,Raipur,2022-12-09,Air India,0,1,7308
Kolkata,Bareilly,2026-04-22,Vistara,1,0,9675
Allahabad,Raipur,2024-06-14,IndiGo,1,1,7302
Ahmedabad,Surat,2021-09-29,AirAsia,1,0,6830
Pondicherry,Kollam,2025-11-29,Vistara,0,1,10918
Patna,Salem,2026-07-31,IndiGo,1,0,5855
Guwahati,Hyderabad,2024-11-03,AirAsia,0,1,5921
Indore,Kollam,2024-12-29,Vistara,2,1,11294
Imphal,Thrissur,2022-06-18,Air India,1,1,8586
Pune,Panaji,2026-06-22,Go First,0,1,8734
Jammu,Srinagar,2024-04-25,IndiGo,0,0,5823
Jamnagar,Vijayawada,2022-10-17,Air India,2,0,8056
Kakinada,Rourkela,2021-10-10,SpiceJet,1,0,3922
Shimla,Varanasi,2021-04-04,Air India,0,0,5353
Rourkela,Jamshedpur,2022-03-16,AirAsia,1,0,6226
Jodhpur,Ujjain,2026-11-21,SpiceJet,1,1,7118
Ranchi,Erode,2026-09-15,Vistara,0,0,8271
Pune,Siliguri,2026-11-01,SpiceJet,2,1,10885
Nanded,Vellore,2023-01-02,Air India,1,1,8542
Vadodara,Kannur,2021-01-21,SpiceJet,2,1,7506
Gorakhpur,Belgaum,2022-01-06,Air India,1,1,8911
Vadodara,Siliguri,2023-01-22,AirAsia,1,1,8979
Amritsar,Guwahati,2022-03-23,SpiceJet,2,0,6639
Noida,Amritsar,2022-12-01,Go First,2,1,9016
Nagpur,Indore,2026-08-07,Go First,1,0,6458
Udaipur,Kochi,2022-10-30,Go First,1,0,4380
Shimla,Indore,2026-07-24,SpiceJet,1,0,4480
Noida,Itanagar,2022-09-13,SpiceJet,1,0,4397
Gorakhpur,Ahmedabad,2021-11-30,Vistara,0,1,8726
Jhansi,Jammu,2021-09-19,Air India,1,0,5041
Pondicherry,Rajkot,2024-12-14,IndiGo,1,1,9599
Calicut,Imphal,2024-01-29,SpiceJet,0,1,8392
Belgaum,Vijayawada,2022-10-04,IndiGo,1,0,6694
Guntur,Ambala,2023-02-22,Vistara,0,0,7878
Faridabad,Kollam,2026-01-10,Air India,1,1,9526
Jammu,Dhanbad,2025-04-14,SpiceJet,2,0,9089
Kollam,Shimla,2026-12-13,Vistara,1,1,8942
Vellore,Nagpur,2023-07-17,SpiceJet,0,0,5028
Visakhapatnam,Meerut,2023-12-25,IndiGo,1,1,9325
Ratnagiri,Kannur,2021-12-16,SpiceJet,0,1,4786
Bangalore,Jabalpur,2025-10-28,Go First,1,0,6457
Ahmedabad,Hyderabad,2026-12-26,AirAsia,1,1,7154
Imphal,Belgaum,2024-02-14,IndiGo,0,0,7067
Vijayawada,Ranchi,2026-03-16,AirAsia,0,0,6623
Amritsar,Delhi,2022-01-26,AirAsia,0,1,6507
Itanagar,Thrissur,2022-08-03,IndiGo,0,0,6012
Dhanbad,Shimla,2023-01-27,SpiceJet,1,1,6146
Aurangabad,Pune,2025-01-22,Vistara,1,1,8161
Sangli,Udaipur,2025-03-14,Go First,1,0,8080
Jamnagar,Kakinada,2022-06-12,Air India,0,1,5942
Allahabad,Meerut,2023-01-16,Air India,1,1,9813
Kakinada,Siliguri,2026-05-29,Air India,0,1,9201
Jodhpur,Thiruvananthapuram,2021-08-24,AirAsia,2,0,6560
Kurnool,Jamshedpur,2021-05-20,IndiGo,1,1,7517
Ahmedabad,Ambala,2025-01-12,IndiGo,1,1,6751
Madurai,Mangalore,2023-08-13,Air India,1,0,8207
Durgapur,Guntur,2024-08-09,AirAsia,1,0,6801
Thrissur,Jaipur,2025-06-07,SpiceJet,1,1,7737
Raipur,Patna,2021-03-01,Air India,0,0,7076
Hubli,Durgapur,2023-12-15,Go First,0,1,7145
Ahmedabad,Mangalore,2026-07-05,AirAsia,1,0,9163
Nanded,Jabalpur,2022-08-21,AirAsia,0,0,3853
Hyderabad,Jalandhar,2021-09-26,Go First,0,0,5461
Jhansi,Jaipur,2023-12-05,Go First,2,1,9373
Moradabad,Meerut,2026-06-16,Vistara,1,1,10383
Guntur,Bangalore,2023-09-18,AirAsia,1,0,4454
Ratnagiri,Belgaum,2022-10-25,IndiGo,2,0,6523
Rajkot,Agra,2022-07-11,Air India,1,0,8261
Varanasi,Jamshedpur,2025-05-16,Vistara,1,1,10609
Jabalpur,Shimla,2025-05-01,Go First,2,1,8074
Asansol,Tirupati,2022-01-28,AirAsia,0,1,6801
Agra,Belgaum,2021-10-31,AirAsia,0,0,5333
Erode,Noida,2023-06-13,Air India,1,1,10298
Dharwad,Jodhpur,2025-12-30,Go First,1,1,8930
Kollam,Coimbatore,2022-05-21,Vistara,1,1,8010
Kakinada,Indore,2021-12-14,Go First,0,1,4809
Vadodara,Visakhapatnam,2025-05-14,Air India,0,1,8057
Nanded,Madurai,2025-04-05,Vistara,1,0,7224
Kolkata,Jaipur,2022-09-10,Air India,1,0,7734
Noida,Kota,2024-02-17,IndiGo,2,0,8713
Nanded,Madurai,2025-06-02,SpiceJet,2,1,8900
Bhubaneswar,Bangalore,2023-10-23,AirAsia,2,0,7205
Quilon,Jalandhar,2024-01-26,AirAsia,1,1,6997
Bhavnagar,Mysore,2022-06-30,AirAsia,2,1,6693
Palakkad,Calicut,2024-03-19,Go First,0,0,6955
Delhi,Pune,2024-09-29,Air India,2,0,8632
Calicut,Visakhapatnam,2023-11-10,IndiGo,0,1,5976
Prayagraj,Moradabad,2021-06-07,Vistara,2,1,10058
Guwahati,Dharwad,2023-02-22,AirAsia,1,0,4521
Shimla,Guntur,2022-01-05,Vistara,1,1,7165
Ludhiana,Mysore,2024-10-08,Vistara,0,0,8867
Meerut,Kolkata,2023-10-13,IndiGo,1,0,6962
Kanpur,Patna,2025-02-15,AirAsia,1,0,6625
Agra,Thrissur,2021-12-08,AirAsia,1,1,6100
Hubli,Solapur,2021-03-28,SpiceJet,2,0,6660
Warangal,Rourkela,2024-04-14,Vistara,1,0,7656
Rajkot,Warangal,2025-07-12,AirAsia,2,0,5766
Prayagraj,Jammu,2024-12-17,Air India,0,1,8372
Thrissur,Allahabad,2021-11-07,IndiGo,1,1,8498
Pondicherry,Moradabad,2023-08-06,Vistara,0,0,6629
Hyderabad,Mangalore,2023-12-16,IndiGo,0,1,7735
Thiruvananthapuram,Jamnagar,2021-11-23,Air India,1,1,10050
Dhanbad,Prayagraj,2021-09-17,SpiceJet,0,0,5353
Surat,Nanded,2025-07-03,Air India,0,0,7151
Agra,Kota,2026-10-23,AirAsia,2,0,6334
Panaji,Jabalpur,2024-06-14,Air India,1,1,11414
Mumbai,Dhanbad,2024-08-11,SpiceJet,0,0,3298
Nanded,Jaipur,2022-02-09,Vistara,0,0,7348
Belgaum,Tezpur,2026-01-08,AirAsia,2,1,7122
Durgapur,Dharwad,2023-07-05,Air India,0,0,8030
Guntur,Jhansi,2023-08-02,Vistara,1,0,8506
Amritsar,Tirupati,2021-12-27,Vistara,0,1,7562
Srinagar,Dehradun,2022-08-17,SpiceJet,1,0,3746
Guntur,Vadodara,2023-05-13,SpiceJet,1,1,7668
Chandigarh,Rajahmundry,2021-07-08,Vistara,1,0,5378
Srinagar,Dhanbad,2022-03-15,Air India,1,0,8392
Siliguri,Thrissur,2021-09-21,Vistara,0,0,7356
Ahmedabad,Panaji,2025-10-21,SpiceJet,1,0,5536
Ujjain,Gaya,2022-06-12,Air India,1,1,7830
Jhansi,Warangal,2023-09-13,SpiceJet,1,0,5958
Raipur,Belgaum,2022-10-10,Vistara,1,0,7154
Quilon,Noida,2026-07-19,SpiceJet,0,0,4103
Pondicherry,Dehradun,2025-06-21,SpiceJet,2,1,9796
Warangal,Panaji,2024-08-22,Vistara,1,0,7405
Hyderabad,Erode,2022-05-30,AirAsia,1,1,5807
Imphal,Pondicherry,2025-12-31,Air India,0,1,8693
Jalandhar,Bhubaneswar,2025-05-27,Go First,1,1,6845
Kannur,Bikaner,2025-10-02,Air India,1,0,7800
Delhi,Kollam,2021-09-17,Go First,1,0,6048
Jhansi,Ambala,2026-08-20,AirAsia,0,0,6706
Faridabad,Solapur,2026-09-07,SpiceJet,1,0,7416
Nellore,Nagpur,2026-03-29,IndiGo,2,0,9934
Jamshedpur,Mysore,2025-01-30,AirAsia,0,1,7865
Delhi,Udaipur,2025-01-06,SpiceJet,1,1,8450
Srinagar,Patna,2026-07-18,Air India,1,0,9125
Bhopal,Lucknow,2023-11-14,IndiGo,1,1,6544
Rajahmundry,Varanasi,2025-01-13,Vistara,1,1,8788
Jamshedpur,Tirunelveli,2021-09-29,Go First,1,0,4776
Dehradun,Sangli,2025-02-15,IndiGo,2,0,7351
Dehradun,Madurai,2021-03-02,IndiGo,1,0,6953
Rourkela,Tezpur,2023-10-05,AirAsia,0,0,4884
Dehradun,Dhanbad,2023-08-20,SpiceJet,1,0,5087
Kanpur,Gwalior,2026-01-19,SpiceJet,0,1,8667
Kolkata,Dehradun,2025-12-26,Go First,1,1,9047
Nagpur,Hubli,2025-07-10,Air India,1,0,7046
Mumbai,Kurnool,2026-11-16,AirAsia,0,1,8302
Bikaner,Hyderabad,2026-08-12,AirAsia,1,0,8185
Vijayawada,Solapur,2025-08-14,IndiGo,1,0,7700
Kurnool,Chennai,2021-04-26,Air India,1,0,7750
Jaipur,Tiruchirappalli,2024-12-17,Air India,1,1,8831
Asansol,Panaji,2023-05-14,AirAsia,2,1,9037
Guwahati,Durgapur,2022-04-11,Go First,2,0,6242
Kollam,Vijayawada,2024-10-02,SpiceJet,0,0,4139
Ranchi,Kakinada,2023-11-01,Air India,0,1,9457
Solapur,Chennai,2023-10-25,Vistara,1,0,6066
Ambala,Calicut,2023-12-28,IndiGo,2,1,8968
Madurai,Asansol,2025-03-08,SpiceJet,1,0,5803
Kanpur,Nagpur,2022-11-10,IndiGo,0,1,7024
Rajkot,Kota,2023-09-12,IndiGo,0,0,4416
Jaipur,Rajkot,2022-06-09,Air India,1,1,9340
Jamnagar,Gorakhpur,2026-05-28,Air India,1,1,10396
Bhavnagar,Nellore,2021-05-23,AirAsia,1,1,5432
Noida,Dhanbad,2021-02-05,Air India,0,0,6791
Calicut,Nagpur,2022-03-26,Vistara,2,0,7395
Kolkata,Kurnool,2021-05-12,IndiGo,1,1,5349
Varanasi,Bangalore,2023-10-28,AirAsia,1,0,5092
Jammu,Surat,2022-01-16,IndiGo,2,1,7963
Jamnagar,Jaipur,2023-05-06,AirAsia,1,1,9389
Kolkata,Salem,2023-07-16,Air India,2,0,9351
Shimla,Rourkela,2023-07-01,Vistara,2,0,7837
Nellore,Mumbai,2024-01-29,SpiceJet,0,1,9003
Jodhpur,Amritsar,2023-11-10,Vistara,0,1,6397
Belgaum,Kakinada,2022-03-02,Air India,1,0,6072
Jhansi,Meerut,2024-01-26,Vistara,1,1,10590
Dehradun,Jabalpur,2021-09-09,SpiceJet,1,0,5083
Ambala,Calicut,2026-08-04,Air India,1,0,7208
